"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
2	2	6	2	3	4	0	4	6	3	11.2	9.15555555555556	11.8888888888889	13.4666666666667	15.3	26.3222222222222	28.6333333333333	34.2222222222222	39.6888888888889	34.4
324	306	282	306	294	277	291	283	287	307	604.9	988.122222222222	1168.55555555556	1500.53333333333	1769.41111111111	2091.57777777778	2295.8	2806.83333333333	2770.87777777778	3394
1	0	1	1	1	0	0	3	0	1	2.6	1.51111111111111	1.66666666666667	5.3	3.64444444444444	8.98888888888889	7.96666666666667	3.88888888888889	4.24444444444444	8.1
748	770	925	891	766	828	970	875	781	809	847	762.933333333333	688.555555555556	540.733333333333	448.4	383.877777777778	370.066666666667	279.555555555556	208.4	137
38	34	23	39	31	29	28	31	31	21	30	28.7111111111111	27.2777777777778	16.9333333333333	14.4333333333333	13.3	10.9	5.88888888888889	6.34444444444444	5.2
651	623	618	689	601	617	646	642	609	578	556.5	474.266666666667	444.388888888889	395.233333333333	341.722222222222	305.155555555556	216.733333333333	186.166666666667	158.133333333333	121.9
24	28	23	19	35	34	30	25	21	31	55.5	73.2666666666667	104.666666666667	141.133333333333	157.744444444444	153.844444444444	195.6	220.666666666667	222.422222222222	244.1
11	9	4	15	9	15	12	12	22	13	7.3	11.7333333333333	7.22222222222222	10.2333333333333	6.9	6.46666666666667	4.03333333333333	3.38888888888889	2.13333333333333	1.4
6	6	7	5	10	9	12	9	7	6	4.5	5.86666666666667	4.16666666666667	5.06666666666667	3.81111111111111	1.82222222222222	3.3	1.83333333333333	2.94444444444444	1.8
18	22	15	28	18	24	16	32	15	17	39.2	47.6222222222222	86.9444444444444	95.7333333333333	95.3333333333333	144.488888888889	169.4	159.333333333333	183.522222222222	155.3
39	45	42	51	52	31	36	35	51	34	34.7	51.8555555555556	30.1111111111111	22.9	16.6111111111111	17.2111111111111	18.7666666666667	14	9.53333333333333	5.9
30	28	22	24	32	19	26	24	25	24	22.9	17.2222222222222	23.2222222222222	14.4	19.6	13.3888888888889	9.5	9.22222222222222	6.83333333333333	2.9
177	132	133	128	128	139	130	162	136	156	116.7	119.066666666667	93.1666666666667	96.8666666666667	71.8888888888889	70.5	64.8333333333333	55.2777777777778	36.4222222222222	26.8
11	13	15	12	19	17	15	16	16	12	31	39.6888888888889	45.8333333333333	69	68.8444444444444	87.8666666666667	107.166666666667	106.611111111111	130.8	118.1
555	534	594	567	589	543	638	582	571	601	584.9	585.244444444445	420.722222222222	323.733333333333	363.266666666667	278.133333333333	249.5	196.277777777778	156.322222222222	118.6
29	22	29	24	31	25	32	16	25	22	21.9	19.0333333333333	21.3333333333333	17.8333333333333	15.8	12.4777777777778	10.7	7.72222222222222	4.96666666666667	3.5
54	51	55	56	63	49	47	38	70	47	43.6	54.6666666666667	47.8888888888889	33.8666666666667	35.7666666666667	28.5888888888889	28.7333333333333	18	15.9555555555556	9.9
5	3	4	3	2	3	5	3	3	3	4.6	8.34444444444444	14.6111111111111	14	11.9333333333333	15.5222222222222	17.9333333333333	24.1111111111111	20.6	36.6
2	4	2	7	4	4	1	6	4	4	6.9	9.58888888888889	10.0555555555556	10.4333333333333	18.4888888888889	24.9666666666667	26.6666666666667	29.2222222222222	23.8444444444444	22.9
7	9	10	5	3	7	13	11	4	9	11.7	15.8222222222222	21.5	29.4666666666667	36.3333333333333	35.4888888888889	44.5333333333333	49.3333333333333	45.8	60
8	12	16	9	19	8	11	13	15	11	19.8	27.6222222222222	31.4444444444444	50.9333333333333	54.1888888888889	49.6555555555556	73.2333333333333	75.5555555555555	76.2111111111111	69.7
3	3	3	0	6	2	2	0	2	3	5.5	8.32222222222222	7.72222222222222	11.1666666666667	10.6555555555556	10.1666666666667	9.86666666666667	11.2222222222222	19.6555555555556	15.5
8	6	8	8	15	7	2	13	14	5	7.4	9.92222222222222	8.05555555555556	3.9	4.81111111111111	5.01111111111111	3.93333333333333	3.61111111111111	2.88888888888889	1.2
41	36	35	50	32	36	35	32	42	33	63.3	82.9	119.333333333333	118.766666666667	160.8	171.022222222222	195.833333333333	207.666666666667	245.4	260.8
11	15	15	15	14	15	9	11	13	16	20.5	27.4888888888889	39.8333333333333	47.9	61.4777777777778	60.2777777777778	55.2666666666667	88.5555555555555	89.9222222222222	84.8
5	7	7	4	8	8	4	8	4	6	8.2	13.9888888888889	17.5	25.4	22.3111111111111	21.8777777777778	26.7333333333333	32.2777777777778	38.0666666666667	45.9
274	267	259	278	288	246	266	264	255	250	250.7	243.155555555556	192.833333333333	156.833333333333	141.255555555556	124.9	115.666666666667	96.0555555555556	68.9555555555555	62.3
2	0	0	2	2	0	1	1	2	0	0.9	3.18888888888889	3.22222222222222	5.4	3.27777777777778	3.81111111111111	4.53333333333333	3.16666666666667	3.24444444444444	7.4
29	27	31	39	22	28	28	31	28	32	26.6	25.5222222222222	22.7777777777778	22	21.4222222222222	14.6555555555556	14.4	7.05555555555556	5.53333333333333	6.6
89	81	101	81	97	107	75	102	90	76	73.8	78.5111111111111	73.7777777777778	64.0666666666667	51.5555555555556	45.3444444444444	35.3	32.5555555555556	30.6555555555556	19.8
23	29	26	19	16	23	18	23	14	25	23.7	41.9333333333333	51.5	65.4333333333333	69.3	73.3666666666667	83.7	108.611111111111	123.822222222222	149.7
24	36	16	27	42	29	29	21	26	25	50.3	56.2222222222222	67.1666666666667	80.7	86.4	117.644444444444	104.5	127.166666666667	130.333333333333	138.9
2	2	2	0	2	1	1	0	3	1	2.5	1.37777777777778	3.22222222222222	6.4	7.1	5.81111111111111	5.16666666666667	7.22222222222222	4.43333333333333	5.5
23	18	18	18	18	23	25	18	26	18	18.3	16.3	19.8888888888889	12.8666666666667	10.8	7.55555555555556	10.6	4.44444444444444	10.4777777777778	5.1
