"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
14	21	14	15	17	16	15	20	23	18	28.5	31.1777777777778	35.0555555555556	36.6	42.2333333333333	45.1333333333333	52.5666666666667	48.7222222222222	54.0666666666667	53.8
11	9	4	15	9	15	12	12	22	13	7.3	11.7333333333333	7.22222222222222	10.2333333333333	6.9	6.46666666666667	4.03333333333333	3.38888888888889	2.13333333333333	1.4
89	67	70	63	72	84	71	65	65	73	66.9	70.1333333333333	66.2777777777778	51.7666666666667	43.0111111111111	29.0555555555556	33.3666666666667	23.0555555555556	20.3222222222222	9.5
14	18	17	16	25	16	23	16	26	24	13.7	12.1666666666667	18.7777777777778	13.9333333333333	10.8888888888889	6.83333333333333	6.96666666666667	5.27777777777778	4.72222222222222	1.6
15	12	18	19	20	17	14	17	13	17	35.8	46.4	75.2222222222222	74.9666666666667	113.577777777778	128.988888888889	134.5	172	161	219.3
10	7	9	10	11	9	7	7	6	4	8.9	6.13333333333333	9.44444444444444	4.63333333333333	5.64444444444444	5.82222222222222	6.8	7.88888888888889	11.3777777777778	6.7
49	46	43	42	44	48	49	40	39	50	30.8	32.8222222222222	27.1111111111111	30.1333333333333	22.7777777777778	21.9555555555556	15.0333333333333	9.05555555555556	11.5	7.3
0	3	2	2	3	4	3	4	2	2	11.4	15.3	25.5	35.9333333333333	40.3555555555556	53.0888888888889	62.1666666666667	68.1666666666667	82.8666666666667	87.5
1691	1816	2159	1823	2075	1869	1887	2099	1808	1600	1656.4	1482.86666666667	1594.77777777778	1033.93333333333	911.144444444444	817.788888888889	684.233333333333	558.333333333333	376.333333333333	199.1
6	4	7	4	3	9	3	9	4	3	4.5	3.24444444444444	6.05555555555556	3.16666666666667	6.98888888888889	2.82222222222222	1.1	2.5	1.13333333333333	0.6
66	56	95	96	82	71	73	81	84	60	79.2	54.8	61.1111111111111	52.1	52.6666666666667	43.0666666666667	44.0666666666667	29.5555555555556	26.9555555555556	21.1
27	32	28	23	33	23	26	28	27	26	23.5	30.4111111111111	23.0555555555556	22.2666666666667	20.0777777777778	18.1111111111111	21.3	23.1111111111111	17.7	28.6
85	67	96	78	92	76	80	85	96	90	86	73.1	77.0555555555556	58.2	62.4666666666667	44.8777777777778	38.8666666666667	38.6111111111111	21.9555555555556	32.8
3	2	1	2	4	3	5	0	2	2	5.7	11.9888888888889	12.5555555555556	14.0666666666667	22.1222222222222	17.3333333333333	30.5	27.5555555555556	37.5	38
4	6	6	4	4	8	7	7	13	8	5.8	6.56666666666667	5.44444444444444	5.9	5.91111111111111	1.91111111111111	4.83333333333333	6.27777777777778	4.56666666666667	7.4
0	4	6	3	5	5	4	5	4	6	7.2	12.2	21.0555555555556	22.0666666666667	28.2444444444444	23.7777777777778	32.4	51.5	52.2888888888889	65.9
26	20	31	35	15	20	21	22	38	19	36	22.7111111111111	20.6111111111111	12.0333333333333	17.2444444444444	11.0222222222222	12.8333333333333	6.55555555555556	4.72222222222222	4.2
1	3	0	0	1	4	3	1	2	0	27.9	48.4666666666667	75.4444444444445	86.5333333333333	115.066666666667	149.088888888889	166.3	194.111111111111	204.588888888889	265.6
29	27	31	39	22	28	28	31	28	32	26.6	25.5222222222222	22.7777777777778	22	21.4222222222222	14.6555555555556	14.4	7.05555555555556	5.53333333333333	6.6
5	11	15	13	8	17	8	13	12	13	16.8	26.5888888888889	22.6111111111111	22.6	22.9333333333333	29.0777777777778	40.3333333333333	40.2222222222222	30.1444444444444	40.5
651	623	618	689	601	617	646	642	609	578	556.5	474.266666666667	444.388888888889	395.233333333333	341.722222222222	305.155555555556	216.733333333333	186.166666666667	158.133333333333	121.9
10	12	18	14	12	7	8	18	13	18	8.7	6.62222222222222	8.44444444444444	15.8666666666667	10.6333333333333	7.64444444444444	8.36666666666667	8.83333333333333	4.13333333333333	6.1
9	15	14	8	6	11	15	12	15	17	13.6	10.7333333333333	6.5	9.5	4.9	5.1	7.86666666666667	2.5	2.26666666666667	2.3
2	5	10	4	2	4	4	3	4	3	1.6	4.56666666666667	3.38888888888889	6.16666666666667	10.8222222222222	4.08888888888889	5.9	5.33333333333333	9.24444444444444	10.9
14	16	11	15	13	13	4	12	13	7	6.8	8.86666666666667	7.72222222222222	6.7	7.9	8.55555555555555	7.36666666666667	4.66666666666667	8.26666666666667	3.4
31	15	30	20	25	30	17	23	23	21	16.9	12.3555555555556	17.6666666666667	24.3666666666667	11.0777777777778	13.1	12.5	12.8333333333333	7.64444444444444	4.6
47	37	48	40	52	40	48	37	52	34	44.5	42.4666666666667	54.7222222222222	63.9	59.1444444444444	75.8333333333333	72.9	75.7777777777778	70.8	89.5
162	141	150	129	128	149	168	155	171	147	155.4	107.855555555556	150.555555555556	115.333333333333	112.088888888889	104.155555555556	95.1666666666667	92.2777777777778	85.1111111111111	72
125	106	122	110	119	107	106	109	110	149	119.4	101.811111111111	87.7222222222222	90.1333333333333	79.0888888888889	69.3666666666667	64.3	54.9444444444444	35.7555555555556	30.8
12	11	12	15	16	13	10	20	10	11	10.2	10.1111111111111	14.1111111111111	7.33333333333333	12.6222222222222	8.46666666666667	6.3	7.88888888888889	6.94444444444444	6.2
324	306	282	306	294	277	291	283	287	307	604.9	988.122222222222	1168.55555555556	1500.53333333333	1769.41111111111	2091.57777777778	2295.8	2806.83333333333	2770.87777777778	3394
0	0	0	0	0	0	0	0	0	0	0.1	0	0.722222222222222	0.633333333333333	0.455555555555556	0	1.26666666666667	0.277777777777778	0.188888888888889	1.9
60	55	54	70	63	58	57	67	51	48	45	54.3444444444444	50.5555555555556	25.9666666666667	35.3888888888889	25.5111111111111	22.3666666666667	17.3888888888889	11.1444444444444	4.7
2	4	2	7	4	4	1	6	4	4	6.9	9.58888888888889	10.0555555555556	10.4333333333333	18.4888888888889	24.9666666666667	26.6666666666667	29.2222222222222	23.8444444444444	22.9
295	259	228	223	260	293	262	270	270	261	731.5	1055.45555555556	1568.66666666667	2091.86666666667	2441.25555555556	2796.53333333333	3070.66666666667	3635.66666666667	3809.88888888889	4193.3
7	8	4	6	8	9	8	13	4	10	12.4	10.1888888888889	6.94444444444444	6.26666666666667	8.54444444444444	9.27777777777778	4.9	6.55555555555556	4.18888888888889	8.9
249	214	217	252	254	237	230	249	268	225	228.9	211.7	167.555555555556	184.033333333333	142.377777777778	113.611111111111	84.6	73.2222222222222	44.0111111111111	22
14	20	24	8	15	19	18	24	14	24	16.7	15.7333333333333	14.3333333333333	13.8666666666667	12.8111111111111	14.2888888888889	9.56666666666667	8.61111111111111	6.4	8.7
1	0	0	0	1	0	0	0	1	0	348.5	636.744444444444	995.833333333333	1280.03333333333	1512.9	1783.05555555556	2099.5	2358.33333333333	2751.28888888889	2982
6	12	8	7	6	4	6	5	7	7	7.5	8.67777777777778	5.88888888888889	4.63333333333333	7.9	4.27777777777778	2.9	4.55555555555556	4.37777777777778	4.1
0	0	1	0	0	1	0	0	1	0	1.3	2.32222222222222	1.94444444444444	2.2	1.82222222222222	2.72222222222222	4.16666666666667	3.61111111111111	3.43333333333333	2.8
21	19	29	23	22	24	15	18	25	29	23.6	18.7333333333333	19.3888888888889	13.0666666666667	11.0777777777778	14.4666666666667	10.4666666666667	13.5555555555556	15.7777777777778	11.4
748	770	925	891	766	828	970	875	781	809	847	762.933333333333	688.555555555556	540.733333333333	448.4	383.877777777778	370.066666666667	279.555555555556	208.4	137
0	0	0	1	0	0	0	0	0	0	5.4	8.87777777777778	15.8333333333333	23.4666666666667	25.5111111111111	33.2111111111111	44.3333333333333	49.1111111111111	57.5888888888889	56.7
115	116	134	123	122	117	113	135	132	118	101.5	112.255555555556	84.4444444444444	67.2333333333333	64.1666666666667	58.2	40.3	39.2777777777778	27.6444444444444	21.8
0	0	0	1	1	4	0	0	1	3	0.1	0.811111111111111	0	1	0	0.455555555555555	0	0.555555555555556	0.188888888888889	1.8
649	770	735	792	698	700	617	736	627	761	734.7	746.011111111111	730.777777777778	754	773.1	758.933333333333	782.266666666667	881.555555555556	856.055555555556	768.4
288	334	322	266	317	315	275	291	298	276	295.3	235.222222222222	211.888888888889	159.966666666667	150.088888888889	130.288888888889	107.7	76.6111111111111	58.1	30.7
5	1	4	4	6	1	2	2	1	3	3.6	3.32222222222222	3	6.1	3.82222222222222	1.63333333333333	3.63333333333333	5.88888888888889	5	5.9
9	9	3	14	9	10	3	8	12	12	8.2	9.58888888888889	14.6666666666667	15.5	17.3777777777778	14.9	16.9666666666667	13.8888888888889	23.0333333333333	18.8
13	12	10	7	14	16	12	8	8	12	11.4	19.7222222222222	24.7777777777778	22.9	25.8555555555556	26.4222222222222	20.7666666666667	30.6111111111111	41.3888888888889	29.8
4	5	11	6	6	7	5	10	6	8	5.4	6.24444444444444	4.88888888888889	6.16666666666667	5.9	3.27777777777778	4.56666666666667	1.94444444444444	2.51111111111111	0.8
3186	3727	3882	3369	2981	3857	3455	3461	3254	3104	2989.5	2947.94444444444	2567.22222222222	2399.66666666667	2006.5	1605.03333333333	1207.03333333333	1146.61111111111	577.344444444444	369.6
13	22	20	17	15	9	23	26	26	20	20.4	41.6222222222222	42.6111111111111	48.3333333333333	65.3666666666667	70.9	54.2	88.3888888888889	82.6444444444444	94.7
2	2	6	2	3	4	0	4	6	3	11.2	9.15555555555556	11.8888888888889	13.4666666666667	15.3	26.3222222222222	28.6333333333333	34.2222222222222	39.6888888888889	34.4
52	67	57	84	45	75	58	70	55	63	74	62.6888888888889	63.0555555555556	62.3333333333333	85.4222222222222	77.6222222222222	75.0666666666667	87.1111111111111	77.4888888888889	92.3
30	28	22	24	32	19	26	24	25	24	22.9	17.2222222222222	23.2222222222222	14.4	19.6	13.3888888888889	9.5	9.22222222222222	6.83333333333333	2.9
13	13	10	12	15	14	16	14	17	13	14.4	17.0555555555556	14.0555555555556	14	12	10.5555555555556	15	11.7222222222222	13	10.3
11	13	15	12	19	17	15	16	16	12	31	39.6888888888889	45.8333333333333	69	68.8444444444444	87.8666666666667	107.166666666667	106.611111111111	130.8	118.1
44	41	31	41	46	28	44	37	44	44	46.8	50.1888888888889	52.8888888888889	49.9	51.8444444444444	41.8222222222222	48.3333333333333	36.2777777777778	45.6222222222222	40.1
1	2	2	1	1	1	1	2	2	2	3.8	10.1222222222222	11.1111111111111	18.5	18.4	17.7	26.4333333333333	25.5555555555556	23.9	34.3
0	0	1	1	1	3	3	2	1	2	17.8	28.0111111111111	32.5	63.7	71.1555555555556	85.9333333333333	75.7333333333333	107	146.377777777778	111.6
513	510	471	475	555	523	496	518	496	457	465.5	418.233333333333	398.111111111111	325.733333333333	282.122222222222	207.433333333333	198.133333333333	124.888888888889	105.355555555556	50.2
0	0	0	0	0	0	0	0	0	0	5.7	10.2	17.7777777777778	20.1666666666667	27.3333333333333	36.4777777777778	37.3666666666667	37.5555555555556	41.5555555555556	45.9
21	19	14	20	16	10	14	13	16	14	14.9	9.43333333333333	8.66666666666667	9.96666666666667	10.1666666666667	9.2	8.5	6.33333333333333	4.45555555555556	2.3
2	2	2	0	2	1	1	0	3	1	2.5	1.37777777777778	3.22222222222222	6.4	7.1	5.81111111111111	5.16666666666667	7.22222222222222	4.43333333333333	5.5
21	17	31	33	24	31	32	23	35	32	27.6	25.3	25.3333333333333	21.4333333333333	32.2555555555556	26.2888888888889	20.0333333333333	18.5	24	17.6
158	144	116	158	103	143	112	138	175	138	132.2	117.677777777778	114	105.1	93.8222222222222	94.3444444444444	76.8666666666667	71.5555555555556	71.8111111111111	68.1
0	0	0	0	0	0	0	1	0	1	0.1	0	0	0	0	0	0	0	0	0
109	106	91	83	86	95	111	105	92	108	114	98.2444444444444	139.555555555556	123.6	130.244444444444	129.766666666667	155.6	144.611111111111	155.177777777778	175.9
20	9	13	16	15	13	15	12	10	6	17	17.8	18.2222222222222	19.6	25.4666666666667	22.3444444444444	40.3333333333333	22.4444444444444	43.3333333333333	48.9
0	0	0	1	2	2	0	1	2	1	22.4	45.9555555555556	75.5555555555556	98.2666666666667	150.788888888889	156.255555555556	174.9	166.111111111111	202.155555555556	238.8
0	0	1	1	2	0	1	0	0	2	16.4	21.9111111111111	42.3888888888889	55.3666666666667	76.6222222222222	80.5777777777778	100.066666666667	119.888888888889	118.422222222222	108
63	63	60	75	57	61	65	61	59	60	56.5	64.6	67.0555555555556	60.1666666666667	85.1777777777778	65.2	65.8666666666667	64.5	59.2666666666667	55.7
11	9	16	10	13	15	11	11	9	10	17.8	12.7	15.3888888888889	11.9333333333333	13.3777777777778	15.4444444444444	11.9	20.1111111111111	19.3	17
29	23	26	32	22	27	19	28	15	26	23	32.7222222222222	33.7777777777778	38.5	42.5	40.7	44.8	46	55.5777777777778	54.4
89	81	101	81	97	107	75	102	90	76	73.8	78.5111111111111	73.7777777777778	64.0666666666667	51.5555555555556	45.3444444444444	35.3	32.5555555555556	30.6555555555556	19.8
555	534	594	567	589	543	638	582	571	601	584.9	585.244444444445	420.722222222222	323.733333333333	363.266666666667	278.133333333333	249.5	196.277777777778	156.322222222222	118.6
17	17	15	22	16	7	13	16	13	14	27.8	18.4	19.2777777777778	22.1666666666667	19.1111111111111	25.5222222222222	25.2	30.8888888888889	39.7111111111111	32.1
4	4	5	6	4	8	2	3	7	5	12.3	21.3222222222222	22.7222222222222	34.7333333333333	48.1888888888889	52.1777777777778	66.0666666666667	46.7777777777778	74.1888888888889	91.4
288	351	316	294	333	309	340	297	313	304	301.8	222	204.333333333333	177.433333333333	182.666666666667	145.866666666667	97.2333333333333	97.1666666666667	58.6666666666667	38.4
2	2	1	2	3	2	3	3	5	2	2.3	1.94444444444444	3.11111111111111	3.46666666666667	4.1	6.44444444444445	8.6	3.16666666666667	5.05555555555556	4.7
1	2	0	3	1	2	1	1	1	1	6.5	7.04444444444444	13.1666666666667	16.6666666666667	18.1222222222222	23.8666666666667	29.9666666666667	35.6666666666667	28.3888888888889	29.7
5	4	7	8	4	3	8	8	6	7	1.8	4.24444444444444	2.44444444444444	2.53333333333333	6.72222222222222	5.73333333333333	1.83333333333333	1.11111111111111	1.81111111111111	1.5
2613	2460	2577	2682	2577	2375	2521	2319	2328	2762	2063.7	2241.23333333333	1757.38888888889	1800.6	1449.68888888889	1188.06666666667	1016.23333333333	737.777777777778	456.5	289.4
5	3	4	3	2	3	5	3	3	3	4.6	8.34444444444444	14.6111111111111	14	11.9333333333333	15.5222222222222	17.9333333333333	24.1111111111111	20.6	36.6
31	51	39	33	46	36	32	48	46	36	89.4	159.177777777778	209.888888888889	237.8	284.733333333333	369.133333333333	455.666666666667	498.166666666667	497.144444444444	647.6
0	3	0	0	0	1	1	1	2	3	9.4	15.3555555555556	23.6111111111111	32.4333333333333	43	57.6222222222222	60.2666666666667	58.7777777777778	67.3222222222222	75.9
1	0	0	2	1	1	1	3	1	1	0.2	0	1.72222222222222	1.26666666666667	0.544444444444444	0	2.63333333333333	1.55555555555556	1	0.1
8	8	10	17	15	10	13	7	9	9	1.8	5.05555555555556	5.05555555555556	3.16666666666667	5.81111111111111	2.73333333333333	4.3	3.05555555555556	0.944444444444444	0.7
274	281	267	288	262	294	260	239	275	281	269.3	195.233333333333	180.944444444444	180.866666666667	155.444444444444	142.677777777778	99.4333333333334	70.2222222222222	48.0333333333333	30.1
10	10	7	4	2	7	6	7	6	3	4	4.43333333333333	3.16666666666667	6.8	3.54444444444444	3.73333333333333	3.83333333333333	2.83333333333333	3.18888888888889	3.1
87	82	86	111	89	98	96	95	93	92	88.5	64.4	66.5555555555555	63.1666666666667	45.1888888888889	39.1666666666667	26.3666666666667	25.7222222222222	21.5666666666667	13.2
2	0	1	0	1	1	1	1	0	0	2.7	5.1	9.72222222222222	20.4333333333333	15.5777777777778	14.6111111111111	19.7333333333333	28.1666666666667	29.3888888888889	25.2
10	8	7	9	6	11	8	6	6	5	21.4	33.3666666666667	40.9444444444444	54.8666666666667	61.4888888888889	79.0444444444445	74.1333333333333	100.611111111111	119.933333333333	107.3
3	3	3	0	6	2	2	0	2	3	5.5	8.32222222222222	7.72222222222222	11.1666666666667	10.6555555555556	10.1666666666667	9.86666666666667	11.2222222222222	19.6555555555556	15.5
6	5	10	4	8	8	4	9	13	11	8.1	14.5333333333333	16	18.1666666666667	18.4777777777778	21.7	26.4666666666667	27.5	20.1111111111111	32.3
201	199	240	217	216	210	213	217	228	212	210.7	176.822222222222	146.611111111111	134.366666666667	107.255555555556	93.9333333333333	74.0666666666667	56.3888888888889	42.5555555555556	18.9
10	7	7	5	11	11	22	16	10	12	13	25.3111111111111	23.5	21.8333333333333	29.0333333333333	39.0444444444445	40.3333333333333	40.1666666666667	45.1222222222222	62.5
21	18	26	25	26	28	26	36	24	24	29.3	37.1111111111111	52.6666666666667	47.1333333333333	59.8888888888889	56.0333333333333	64.7333333333333	63.8888888888889	79.2111111111111	78.8
29	22	29	24	31	25	32	16	25	22	21.9	19.0333333333333	21.3333333333333	17.8333333333333	15.8	12.4777777777778	10.7	7.72222222222222	4.96666666666667	3.5
5	5	3	3	3	2	6	3	3	3	2.5	7.24444444444444	5	3.63333333333333	2	7.36666666666667	6.53333333333333	4.16666666666667	6.43333333333333	6.7
1	0	1	1	1	0	0	3	0	1	2.6	1.51111111111111	1.66666666666667	5.3	3.64444444444444	8.98888888888889	7.96666666666667	3.88888888888889	4.24444444444444	8.1
9	11	9	8	7	8	10	10	3	4	10.6	5.18888888888889	5	6.83333333333333	8.17777777777778	9.36666666666667	6.2	6.44444444444444	6	7.2
17	26	17	19	26	27	24	22	19	18	19.7	24.2111111111111	20.3888888888889	22.9	27.1	22.5333333333333	30.2333333333333	18.8888888888889	23.1888888888889	25.3
143	123	111	116	120	140	162	116	130	136	127.1	102.766666666667	93.2222222222222	94.3	85.8555555555556	66.8666666666667	49.6333333333333	42.1666666666667	28.3111111111111	21.2
6	12	9	13	12	9	6	8	7	10	6.3	8.43333333333333	7.72222222222222	8.8	7.36666666666667	8	6.36666666666667	9.72222222222222	2.94444444444444	2.5
4	8	10	7	5	5	8	11	12	7	9.1	8.24444444444444	8.72222222222222	7.53333333333333	6.9	5.91111111111111	8.1	7.27777777777778	4.75555555555556	3.3
470	498	534	433	499	468	436	480	426	530	430.2	359.777777777778	365.444444444444	296.5	238.622222222222	254.8	245.366666666667	180	171.811111111111	132.7
3	3	3	2	3	2	1	2	2	4	6.7	1.62222222222222	1.27777777777778	1	3.72222222222222	2	3	1.83333333333333	4	0.2
40	31	23	29	28	53	47	33	27	38	40	63.1111111111111	57.1111111111111	53.8	66.0444444444445	78.6666666666667	69.5	82.6666666666667	78.0444444444444	95.9
4	3	6	7	3	5	9	10	2	6	4.3	9.02222222222222	8.38888888888889	14.3666666666667	17.6666666666667	20.8777777777778	23.4666666666667	22.8888888888889	14.9777777777778	27.6
37	39	45	43	41	31	39	38	43	32	27.5	33.2777777777778	27.3888888888889	29.1	26.7888888888889	29.8333333333333	19	19.5555555555556	18.1555555555556	13.2
0	0	0	1	0	0	0	2	0	0	1.7	3.4	7.5	11.3666666666667	10.4777777777778	8.71111111111111	17.7333333333333	20.2222222222222	19.4666666666667	25.5
8	5	5	6	0	4	6	3	7	5	243.6	521.8	803.777777777778	1039	1360.1	1462.11111111111	1972.76666666667	1945	2162.74444444444	2232.8
7	11	10	6	14	7	7	9	9	8	14	13.3111111111111	18.3333333333333	20.4666666666667	21.7555555555556	28.8777777777778	27.4666666666667	31.2777777777778	41.5	38.3
145	132	134	91	145	137	119	133	147	121	136.3	150.588888888889	174.555555555556	163.366666666667	188.877777777778	189.944444444444	222.166666666667	230.444444444444	228.044444444444	231.4
7	9	10	5	3	7	13	11	4	9	11.7	15.8222222222222	21.5	29.4666666666667	36.3333333333333	35.4888888888889	44.5333333333333	49.3333333333333	45.8	60
29	32	35	26	29	33	25	35	43	25	31.4	30.9555555555556	26.3333333333333	26.2	21.9777777777778	22.1111111111111	19.5	24.1666666666667	19.8333333333333	12.9
6	6	7	5	10	9	12	9	7	6	4.5	5.86666666666667	4.16666666666667	5.06666666666667	3.81111111111111	1.82222222222222	3.3	1.83333333333333	2.94444444444444	1.8
3	3	0	1	3	2	0	4	0	0	22.8	39.5666666666667	50.6111111111111	76.9666666666667	69.7888888888889	98.8222222222222	132.933333333333	137.166666666667	141.266666666667	162.9
59	59	61	75	85	45	67	71	65	77	53.4	62.3111111111111	60.8888888888889	50.3666666666667	50.5111111111111	45.0444444444444	37.6	42.1111111111111	41.2333333333333	44.2
5	7	7	4	8	8	4	8	4	6	8.2	13.9888888888889	17.5	25.4	22.3111111111111	21.8777777777778	26.7333333333333	32.2777777777778	38.0666666666667	45.9
274	267	259	278	288	246	266	264	255	250	250.7	243.155555555556	192.833333333333	156.833333333333	141.255555555556	124.9	115.666666666667	96.0555555555556	68.9555555555555	62.3
39	40	43	44	38	50	50	46	30	40	39.5	34.7666666666667	31.5555555555556	30.2666666666667	23.7888888888889	24.2222222222222	21	16.4444444444444	20.7222222222222	13.2
10	12	11	11	8	10	11	11	17	14	7.4	9.24444444444444	12.3333333333333	12.1666666666667	11.2666666666667	10	11.2	10.3888888888889	7.88888888888889	13.8
39	45	42	51	52	31	36	35	51	34	34.7	51.8555555555556	30.1111111111111	22.9	16.6111111111111	17.2111111111111	18.7666666666667	14	9.53333333333333	5.9
13	13	15	15	12	19	9	11	14	10	11.7	12.1666666666667	12.2777777777778	6.96666666666667	6.53333333333333	10.5666666666667	4.4	2.77777777777778	2.26666666666667	1.9
35	45	43	41	52	45	47	44	40	41	32.5	37.3111111111111	32.5	26.9666666666667	20.6888888888889	16.8555555555556	16.7666666666667	10	6.23333333333333	4.5
5	4	7	6	8	5	7	7	3	10	73.4	119.522222222222	167	240.2	288.255555555556	376.311111111111	376.766666666667	424.055555555556	513.377777777778	605.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544444444444444	0	0	0	0	0
30	18	24	27	9	20	16	26	19	21	26.1	27.7222222222222	22.5	20.6666666666667	31.1888888888889	26.9	31.7666666666667	29.4444444444444	37.4666666666667	31
65	70	85	75	54	59	49	66	57	61	63.4	68.6	50.3333333333333	44.2666666666667	47.6333333333333	62.0666666666667	53.7666666666667	58.8888888888889	65.8444444444444	53.9
2	1	1	2	3	3	1	2	4	2	3.9	3.18888888888889	2	2	3.08888888888889	1.08888888888889	3.16666666666667	2.44444444444444	3	2.8
1	1	3	0	2	1	2	2	0	0	11.9	28.5	36.9444444444444	60.3	70.3333333333333	82.9444444444445	76.7333333333333	124.5	115.744444444444	127.8
7	6	6	8	4	9	3	5	11	4	4.1	7	7.72222222222222	7.16666666666667	5.17777777777778	6.73333333333333	7.8	4.16666666666667	4.62222222222222	3.2
6	3	4	6	8	6	6	4	7	6	5.4	9.02222222222222	6.33333333333333	8.5	12.2	10.4444444444444	12.3333333333333	13.5	13.7333333333333	10.5
41	36	35	50	32	36	35	32	42	33	63.3	82.9	119.333333333333	118.766666666667	160.8	171.022222222222	195.833333333333	207.666666666667	245.4	260.8
15	21	23	14	15	14	28	31	22	11	21.2	16.3	22.7777777777778	12.5	15.3555555555556	15.2	14.8666666666667	8.83333333333333	15.7	11.5
177	132	133	128	128	139	130	162	136	156	116.7	119.066666666667	93.1666666666667	96.8666666666667	71.8888888888889	70.5	64.8333333333333	55.2777777777778	36.4222222222222	26.8
479	517	559	541	478	507	483	568	474	489	484.2	419.288888888889	382.055555555556	390.466666666667	361.033333333333	377.555555555556	359.266666666667	298	291.733333333333	255.2
10	17	8	21	16	9	11	13	15	14	16.7	9.13333333333333	23.4444444444444	13.6333333333333	10.3666666666667	21.4555555555556	9	16.6666666666667	12.3777777777778	13.4
17	21	8	15	16	17	18	11	14	16	17.8	6.56666666666667	14.2222222222222	14.4333333333333	13.9	13.8333333333333	8.4	9.22222222222222	7.07777777777778	12.2
24	36	16	27	42	29	29	21	26	25	50.3	56.2222222222222	67.1666666666667	80.7	86.4	117.644444444444	104.5	127.166666666667	130.333333333333	138.9
6	7	7	3	5	6	6	3	6	6	9.4	7.86666666666667	8.16666666666667	6.53333333333333	9.91111111111111	7.45555555555556	8.46666666666667	5.83333333333333	2.51111111111111	6.2
7	14	16	12	9	6	13	9	7	12	37.6	61.1888888888889	91.2222222222222	127.5	133.888888888889	159.188888888889	164.266666666667	180.166666666667	263.2	260.8
12	20	16	11	10	12	15	14	15	22	12.4	10.2444444444444	15.0555555555556	7.9	13.6333333333333	11.7333333333333	6.36666666666667	9	10.1333333333333	8.3
26	26	31	31	39	31	27	27	27	25	30.6	31.2	35.5555555555556	37.7666666666667	39.2888888888889	42.2444444444444	41.4	51.3333333333333	55.7666666666667	51.2
23	20	14	18	17	26	19	25	12	28	20.7	13.7888888888889	15.1666666666667	11.4	8.71111111111111	12.3	7.7	6.94444444444444	4.15555555555556	1.7
11	11	12	6	9	11	9	13	8	9	6.3	13.1666666666667	6.5	4.16666666666667	7.07777777777778	3.73333333333333	3.66666666666667	3.5	4.02222222222222	0.7
18	21	23	16	15	14	16	22	16	11	1781.3	2857.37777777778	4354.77777777778	5555.53333333333	6066.05555555556	10193.9333333333	9308.23333333333	9508.55555555555	11243.1555555556	13580.1
8	12	16	9	19	8	11	13	15	11	19.8	27.6222222222222	31.4444444444444	50.9333333333333	54.1888888888889	49.6555555555556	73.2333333333333	75.5555555555555	76.2111111111111	69.7
64	74	72	89	90	99	67	75	78	76	90.5	113.511111111111	119.944444444444	104.833333333333	157.133333333333	143.922222222222	136.2	151.5	156.055555555556	185.7
19	13	23	21	23	17	19	17	13	13	18.7	18.2111111111111	13.5555555555556	13.7666666666667	25.7444444444444	20.5333333333333	21.9333333333333	21.7777777777778	32.5444444444444	41.7
